overall,verified,reviewTime,reviewerID,asin,reviewerName,reviewText,summary,unixReviewTime,vote,image,style
2,False,"01 2, 2017",AL1SRSCFD4UN8,B00006FMLY,rougb,"no worth the money , little product !",no worth the money,1483315200,,,{'Design:': ' Multi-Nonpareils'}
5,True,"12 29, 2016",A1MIA3CRSLDMCL,B00006FMLY,J. Silvers,Cute for kids!,Five Stars,1482969600,,,{'Design:': ' Animals & Stars'}
5,True,"12 25, 2016",ADOTYKZVG2BN7,B00006FMLY,shopper mom,cup cake fun time for the grand kids,Five Stars,1482624000,,,{'Design:': ' Multi-Jimmies'}
5,True,"11 10, 2016",A19L88QAZ10TH6,B00006FMLY,Gloria Garcia,Great price for assorted jimmies!,Five Stars,1478736000,,,{'Design:': ' Multi-Jimmies'}
5,True,"10 21, 2016",ARNACZEQWE3N5,B00006FMLY,Allison P.,Rainbow sprinkle cake  was a hit. Colors are true to photo.,Rainbow sprinkle cake was a hit. Colors are true ...,1477008000,4,['https://images-na.ssl-images-amazon.com/images/I/71mXX3ETUAL._SY88.jpg'],{'Design:': ' Multi-Jimmies'}
3,True,"09 26, 2016",A3NIDGWIBH0U98,B00006FMLY,LuvChickens,"Price WAY too high for what you get, and due to static cling, can't even get them all out, over half stick to the inside of the already ridiculously TINY little compartment!","Price WAY too high for what you get, and ...",1474848000,,,{'Design:': ' Multi-Nonpareils'}
5,True,"09 10, 2016",A3OZVGOBNBLKOT,B00006FMLY,Miranda H,Awesome set of sprinkles!  We loved them!,Five Stars,1473465600,,,{'Design:': ' Multi-Jimmies'}
5,False,"09 3, 2016",A21EOV9R3ZKQXA,B00006FMLY,sf123,"Very good quality happy with my purchase.
Thankyou.",Five Stars,1472860800,,,{'Design:': ' Animals & Stars'}
5,True,"05 25, 2016",A22ITAO37F12H4,B00006FMLY,Amazon Customer,Kids love them,Five Stars,1464134400,,,{'Design:': ' Multi-Jimmies'}
5,True,"05 22, 2016",AZC7B2N3YG8ZE,B00006FMLY,Emily Shumway,Great assortment and very fun for kids to use when decorating cookies or cupcakes.,Five Stars,1463875200,,,{'Design:': ' Multi-Jimmies'}
5,True,"05 16, 2016",AXRYIDL4G0R8B,B00006FMLY,marilyn,my daughter loves candy she would go crazy eating every candy and flavors she see it,Five Stars,1463356800,,,{'Design:': ' Animals & Stars'}
5,True,"05 11, 2016",A1EYZUWAHIO2XA,B00006FMLY,Sometiff,"Perfect for my fun, baking projects with my young daughter. We have used them on cookies, chocolate covered pretzels and more. We love the bright colors. They are quite vivid and look great on white, milk, or dark chocolate. My daughter is 4 years old so she absolutely loves sprinkles on everything!! She cannot wait to use them and she runs to get them out of the cabinet. She loves to put a little of each of the colors on the treats we are making. I like that the opening to each of the colors is not too big so as not to allow the sprinkles to come out to fast. I am comfortable and at-ease with her sprinkling them on herself and not making a mess. These are our favorite sprinkles in our sprinkle collection!",Bright Colors and looks great on all treats!,1462924800,,,{'Design:': ' Multi-Nonpareils'}
4,True,"04 7, 2016",A3C0M3UQWCO0UJ,B00006FMLY,Dame&#039;s Mumum,"I'm new to candy making at home.... love nonpariels... these wilton nonpariels come in a circular canister, separated by color. The colors are very bright & vibrant, stand out even on dark chocolate items. I gave it 4 stars because the nonpariels stick to the inside of the canister. All 6 colors. Taste great, look nice, can be hard to work with depending on the size of the candy you are working with because of the static cling.",rainbow nonpariels,1459987200,,,{'Design:': ' Multi-Nonpareils'}
4,True,"04 6, 2016",A5X8I4YLKN9GW,B00006FMLY,orange oli,"I needed a colorful decoration to add pizzazz to banana slices that would hold birthday candles. Our ""cake"" was Italian pastries and I did not want cheap wax dripping all over the eclairs! This did the trick!
  Of course, it also added a great punch of color to our bowls of vanilla ice cream later!
  The specifics...
All the colors are mostly heavily pigmented. I wish they complemented each other more. It almost feels like the pink, and orange and ""blue"" (which seems like there is a bit of purple in there) are a bit neon. The red and yellow are primary along with the dark green. To me, the green is out of place, it should have been a lighter shade, perhaps a lime green.
 Taste: well, no real top points here! They are not sweet, nor do they taste like cocoa. They remind me of fondant. But, I am using them for the color not the culinary experience. And mixed in with the Ben and Jerry's Ice cream no one complained.
  They are very easy to use, each compartment has a separate cover, just flip and shake. :)
 For you bakers, I would think this could be used to decorate at least a dozen sugar cookies.
  I deduct one star because I wish they tasted more like the white nonpareils off the top of snowcaps chocolates!",What can I say? They are what they say they are!,1459900800,8,"['https://images-na.ssl-images-amazon.com/images/I/718t5vqI9-L._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/716iRBEwRFL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71jtymYO0FL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71QtpRnK4XL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71hHcjL0LaL._SY88.jpg', 'https://images-na.ssl-images-amazon.com/images/I/71M0XIXc3RL._SY88.jpg']",{'Design:': ' Multi-Nonpareils'}
2,True,"02 22, 2016",A1LPRRBB3XDUD4,B00006FMLY,Kailey Kirchmeyer,They were okay. Really upset me that there weren't as many as they made it seem. It could have been easily bought at the grocery store or a cake supply store and would have gotten more for the amount of money I spent. The reason I gave it 2 stars was because it was the colors that were shown and that they did their job for what I needed.,Buy from your local cake supply store,1456099200,3,,{'Design:': ' Multi-Jimmies'}
5,True,"02 19, 2016",A3RDLYCRF08BHS,B00006FMLY,DALS,bright colors and I like it that it has the 3 colors I need to make King Cake,Five Stars,1455840000,,,{'Design:': ' Multi-Nonpareils'}
5,True,"02 18, 2016",A8CGWGJ9OM58J,B00006FMLY,tari,great for decorating.,Five Stars,1455753600,,,{'Design:': ' Multi-Nonpareils'}
5,True,"11 28, 2015",A232M798UBBJNS,B00006FMLY,LV2SHOP,Wilton makes great products. Nice variety in this multi pack. I still prefer the single bottles of sprinkles. Less messy.,Wilton Sprinkles~~,1448668800,,,{'Design:': ' Flower'}
5,True,"11 17, 2015",A7E9QZZ290S7U,B00006FMLY,Amazon Customer,great thanks,Five Stars,1447718400,,,{'Design:': ' Multi-Jimmies'}
4,True,"11 13, 2015",A10QFAUTJZ4301,B00006FMLY,Kim,no surprises. They are sprinkles.,Four Stars,1447372800,,,{'Design:': ' Multi-Jimmies'}
3,True,"10 19, 2015",A29C4S9JGYYWJC,B00006FMLY,Miss Moore,Bright and colorful. Hard to get out of container. The non-pareils were static clinging to the inside walls of the container.,Bright and colorful. Hard to get out of container ...,1445212800,,,{'Design:': ' Multi-Nonpareils'}
2,True,"10 5, 2015",A2DY53HIRZC3WB,B00006FMLY,Andy Mattes,"This is what it says in the product description:
Each jar holds a total of 2.52oz/72g of sprinkles
Certified Kosher and then you can read
3.0-Ounce total

Wait is it each jar 72 grams which would explain the price or is it a ridiculous 3 oz total.
That;s exactly what ist is and I think this is misleading. Buy somewhere else and you are better off!",Buy somewhere else and you are better off!,1444003200,,,{'Design:': ' Multi-Jimmies'}
4,True,"09 27, 2015",A1BLG3WBBP4E38,B00006FMLY,SeattleMommy,Great variety pack!,Variety in sprinkles,1443312000,,,{'Design:': ' Multi-Jimmies'}
5,True,"09 12, 2015",A31802THQUUGPG,B00006FMLY,Mauricio Bernal Medina,"excellent product, price and seller. i recommended 100%",Five Stars,1442016000,,,{'Design:': ' Animals & Stars'}
4,True,"09 2, 2015",AJXIPWJW5TLSS,B00006FMLY,faye,Kids love them !,Four Stars,1441152000,,,{'Design:': ' Animals & Stars'}
5,False,"08 28, 2015",A3U761PEG7MFKT,B00006FMLY,monique b,What can I say ... they were sprinkles and did the trick :),What can I say... they were sprinkles ...,1440720000,,,{'Design:': ' Multi-Jimmies'}
1,True,"08 26, 2015",A1B67USQO03V3E,B00006FMLY,Lauren,Wilton has changed which sprinkles are in this set-- the picture is not accurate,One Star,1440547200,3,,{'Design:': ' Animals & Stars'}
5,True,"08 12, 2015",A324XPJXGF7LJW,B00006FMLY,Hayley,It was convenient to have so many colors in one container.,Five Stars,1439337600,,,{'Design:': ' Multi-Nonpareils'}
3,True,"07 27, 2015",A2K1F1GO9B8U0O,B00006FMLY,AAA,Not what I expected! Too small.,Three Stars,1437955200,,,{'Design:': ' Animals & Stars'}
5,True,"07 9, 2015",A3TSQF5MLGYIP1,B00006FMLY,Leslie Howry,"Beautiful, vibrant colors, and they shake out nicely from the container.",Will buy again,1436400000,,,{'Design:': ' Multi-Nonpareils'}
4,True,"07 4, 2015",A22PTTOG8O768S,B00006FMLY,Lorena Mata,Good,Four Stars,1435968000,,,{'Design:': ' Multi-Nonpareils'}
5,True,"07 2, 2015",A18HBXUI8POL4O,B00006FMLY,Vercil T Jeremie,Great variety I can mix and match and surprise kids and get great smiles,Five Stars,1435795200,,,{'Design:': ' Animals & Stars'}
1,True,"06 28, 2015",A1FTQGPC5S6WFF,B00006FMLY,G,Don't get excited by these! The section of the container that holds the sprinkles is only about one inch high!  You won't get many uses out of this if you are preparing a lot of cupcakes!,Don't get excited by these! The section of the ...,1435449600,2,,{'Design:': ' Animals & Stars'}
5,True,"06 23, 2015",A38BOXC1FL611Q,B00006FMLY,Taloola,Using these now - we love them!  They were for a wedding for a cupcake bar and had left over - they are great,Using these now - we love them! They were for a wedding for a ...,1435017600,,,{'Design:': ' Animals & Stars'}
5,True,"06 3, 2015",A18CB9RM82WQNU,B00006FMLY,Olafur Agust Axelsson,"Good selection of sprinkles and very popular with my kids who eat it like candy, which it is.","My kids eat it like candy, that's a good recommendation!",1433289600,,,{'Design:': ' Flower'}
5,True,"05 15, 2015",A3Q2VXOHT352JT,B00006FMLY,Linda Ray,Love the cute colors and shapes!,Five Stars,1431648000,,,{'Design:': ' Animals & Stars'}
5,True,"05 14, 2015",A1NUJKDC9WJTSM,B00006FMLY,Rachel Miller,"The kids loved these! Monitor children when they are using these, as they will find a way to shake out all $7 worth of sprinkles in less than one minute.",The kids loved these! Monitor children when they are using these,1431561600,,,{'Design:': ' Multi-Jimmies'}
4,True,"05 13, 2015",A2P4BRV5GMJA9U,B00006FMLY,CurleeQ,Kids loved decorating with these.,Four Stars,1431475200,,,{'Design:': ' Animals & Stars'}
5,True,"05 7, 2015",A30MXIWA8QA4EF,B00006FMLY,Barb,Great colors,Five Stars,1430956800,,,{'Design:': ' Multi-Nonpareils'}
5,True,"05 1, 2015",A1XAVOEBQRTH1T,B00006FMLY,sharbin,Excellent ... ,Five Stars,1430438400,,,{'Design:': ' Animals & Stars'}
5,True,"04 20, 2015",A9T0CGLWI69CK,B00006FMLY,Maria g Gonzalez,Loved,Five Stars,1429488000,,,{'Design:': ' Animals & Stars'}
1,True,"04 19, 2015",A1FG3TR83G5ZZ6,B00006FMLY,Denice,hydrogenated,One Star,1429401600,,,{'Design:': ' Animals & Stars'}
1,True,"04 15, 2015",A1GCF2Q9RVS8SJ,B00006FMLY,danielle bunting,too small amount,One Star,1429056000,,,{'Design:': ' Multi-Nonpareils'}
5,True,"04 9, 2015",A1LLVIKJWVGU7L,B00006FMLY,jeanette gomez,great buy,great buy,1428537600,,,{'Design:': ' Multi-Nonpareils'}
5,True,"04 8, 2015",A1QUBHLVDAMJ8R,B00006FMLY,MyPick,Item is as described and delivery was on time. Purchased as a gift so I have no personal experience with it.,As Expected,1428451200,,,{'Design:': ' Multi-Nonpareils'}
5,True,"04 7, 2015",A3N82ZZM6T5WIP,B00006FMLY,Brenda K,These are really cute sprinkles.  Will be cute on whatever you put them on.,Cute sprinkles,1428364800,,,{'Design:': ' Animals & Stars'}
5,True,"04 1, 2015",A2ADPTV87VIHRT,B00006FMLY,Erivera18,Excelente,Five Stars,1427846400,,,{'Design:': ' Animals & Stars'}
5,True,"03 28, 2015",A1491RZ3SL5ZGT,B00006FMLY,Amazon Customer,"My family loves whenever I make them some kind of special treat, they enjoyed the colors and use them on ice cream. They are also kosher if that is an issue for you like it is for us. Most Wilton items are...not all, but most. I buy their decors whenever I am shopping for decors.","great colors, kosher too!",1427500800,,,{'Design:': ' Multi-Jimmies'}
5,True,"03 24, 2015",AE8GP7U0QBMQP,B00006FMLY,Nina,Every color you need. Very good,Yahh Jimmies,1427155200,,,{'Design:': ' Multi-Jimmies'}
1,True,"03 20, 2015",A37ENQ37B0UHBU,B00006FMLY,Borimami B.,Sprinkles that start with the brand name W are so over priced. They are just very expensive for an accent. I have found other brands out there for half the $,Sprinkles that start with the brand name W are so ...,1426809600,3,,{'Design:': ' Flower'}
