,author_name,review_title,review_text,author_rating,visit_date,overall_rating,restaurant_name
425,469marisav,Great food Great mood,"Whether for business or pleasure at Bottles we always have a great time! The food is amazing and there's something for everyone. Live bands perform weekly. To avoid disappointment, go early or make a booking. Best Mexican in Lagos!",5,01/02/2017,4,Bottles
426,ritukejriwal,Amazing place for visiting crowd,"This is so unlike Lagos, full of expat crowd. Very good live music and food. 

Open till late into the night in a safe neighborhood. Please have private transportation while visiting.",5,01/03/2016,4,Bottles
427,DorianZZ,More than expected,"We were in Lagos on a business trip, we decided to visit Bottles for dinner, meal was great, service was reasonable.
The entertainment was really good.
We were very impressed with the atmosphere and vibe, the live music is really nice and made the place...More",3,01/11/2016,4,Bottles
428,Abraham B,@Bottles,This is a good place to visit if you want to do the local rustic flavor.  Mexican food is the flavor. The mixed food platter was great and the beer was cold. The large pitcher Margarita goes down smooth. Indoor and outdoor seating within bright...More,4,01/02/2017,4,Bottles
429,gcxotf,It's the place on Wednesday,Typical bar in Africa with Mexican food. Live band great atmosphere. Food so so. But who cares? It's the atmosphere that makes the difference. But beware with the bill.,5,01/01/2017,4,Bottles
430,MohamadJr,Not comfortable,"It was very hot and the chairs was uncomfortable. Food is average. I didnt like the food at all. It use to serve good food before, but currently i dont advice",5,01/02/2016,4,Bottles
431,ReviewsByNS,Rustic hangout place,"U don't go here for the food as such.... it's a good place to  drink out and hang out on the nights they have live bands.....
Rustic interiors, and gets v crowded on those nights with a expat crowd which gives it a v lively...More",5,01/09/2016,4,Bottles
432,Wesley W,Good music and good food,"Mexican style food which was well presented, tasted great and was well served. Wednesday night was music night and the 7 piece band were excellent.
Would definitely go again next time i'm in Lagos.",4,01/11/2016,4,Bottles
433,Theodora C,Margarita haven!,"Usually when I'm in the mood for relaxed fun, awesome margaritas, nachos and salsa... I find my way to Bottles hidden in Victoria Island. It is one of those places you either know or you don't.
You have to make reservations especially on their busy...More",3.5,01/05/2016,4,Bottles
434,M7Power,Great place!,"Went here for the first time last week during a business trip.

There on Tuesday for the wings and beer night, basically gobble and drink as much as you can for a set price! Highly recommend this as represents great value for money!

Wednesday is...More",3.5,01/10/2016,4,Bottles
435,KenCooper1953,great wednesday night parties,"good Mexican food
good range of beverages - draft beer
great bands on a Wednesday evening
dancing till late",3.5,01/09/2016,4,Bottles
436,AleroR,Send-off party,"So this is not the most honest of reviews because this was a party of some of the most fun-loving people in Lagos saying fare-thee-well to a great couple. Truth is, as a group you could put us in the middle of nowhere and we'd...More",4,01/09/2016,4,Bottles
437,CSRam,Friday dinner,"Loved the food, service and the live music which had everyone in the floor. I have visited them a number if times, never been disappointed.",4,01/08/2016,4,Bottles
438,Bart_Boy_ID,Nice place for hangout..,"It's cool place for you to relax and hangout. Fajitas is the special menu, taste like the real mexican and great for share with ur friends..",4,01/07/2016,4,Bottles
439,TaofickO,Great Wednesday hang out!,"Bottles in one of the very popular Mexican restaurants in Lagos. It particularly busy on Wednesdays. It has a great mix of fun loving people. It has a high number of experts patronage. 
They are also know for their frozen margaritas, even though I'm not...More",5,01/09/2016,4,Bottles
440,Srikanta P,Party,good place for friendly gatherings and parties of all kinds. Food and drink both are available here with good price. Service is very good. Staffs are well behaved. Presentation of the restaurant is also very good.,4,01/12/2015,4,Bottles
441,77beni,More Bottles,Got involved in taking more bottles here after Bungalow outing. Nice place and very good environment. Good sound and pleasant sales persons. I will visit again and again.,5,01/09/2016,4,Bottles
442,JuanPabloRamirez,Wednesdays Rock,"Awesome hangout place on Wednesday nights with the band playing inside and good ambience outside. Great food and frozen margaritas. Gets very packed so make sure to book. Certainly not the place for a quiet romantic dinner on Wed nights, more like a hangout place...More",4,01/09/2016,4,Bottles
443,wanded2016,Night out for Music,"It's an okay Mexican restaurant with live music mostly. I attended a music session here a few weeks back.It gets pretty crowded.
The music was great and they have a lovely cocktail/wine selection.
The food is quite pricey. Stick to basic meals (fajitas,chips with chicken,etc),...More",4,01/08/2016,4,Bottles
444,Tinuks,The best tex-mex I've had in Lagos in a while,"I've been there twice this month. The food is great, the ambience, good. There's an excellent live band. They make pretty decent margaritas. The only niggle is that there is absolutely no parking.

It's a great place to hang with friends, but if you want...More",4,01/08/2016,4,Bottles
445,SeunOla,Weekend starter,Bottles is a Mexican lounge/restaurant with a vibrant live band on Wednesday's. Still the best time out in Lagos on Wednesday's from 7pm - 11pm which is the peak period. Make sure you call to book a table ahead of time around 4pm. The lounge...More,4,01/08/2016,4,Bottles
446,iyoboi,Margarita heaven,I love this restaurant and from the title you know why I love them. Their margaritas are to die for. I always get the frozen strawberry margarita pitcher when we go and it's so worth it every time. The decor is truly representative of the...More,4,01/08/2016,4,Bottles
447,Hardegun,Even nicer on a Wednesday Night!!!,Wonderful Mexican styled lounge ... packed full on Wednesday night with a wonderful live Band rolling out nice music...nice Margaritas  and good food... and All the chicken you can eat for a token on Thursday evening...,4,01/08/2016,4,Bottles
448,francesm15,Mexico comes to Lagos,The restaurant is  very near to the big hotels on Victoria Island. You don't quite know what to expect as you enter through large gates but boy are you in for a surprise. The atmosphere in wonderful. The food great and the margaritas are to...More,3.5,01/07/2016,4,Bottles
449,Enitan A,Live Music,"Every Wednesday night at bottles there's good live music and it gets extremely busy. Be sure to book a table if you're going with friends at least 24hrs ahead. Also on Tuesdays they do bottomless wings and beer for about 5,000 naira. Not bad if...More",3.5,01/07/2016,4,Bottles
450,Theo K,Party with the expats baby,"Attentive staff, wide selection of food and drink available as well as a lively vibe. The restaurant are frequented by many expats which gives it a very cosmopolitan feel. The waitress was well trained, attentive and the food delivery had a quick turnaround time. The...More",3.5,01/03/2016,4,Bottles
451,mjacob007,nice vibe and pricey,very old restaurant. poor service. Wednesdays are busy and food can be a couple of hours before you can eat. it is pricey and you feel it! good mexican menu. we were unhappy due to the wait,4,01/06/2016,4,Bottles
452,sss_mach7,Not a great place to be with family,"First of all, locating this place is a task in itself. When we arrived there, the atmosphere wasn't family friendly at all. Not much Mexican variety of dishes to choose from.",5,01/08/2015,4,Bottles
453,Bart_Boy_ID,Nice place for hangout..,"It's cool place for you to relax and hangout. Fajitas is the special menu, taste like the real mexican and great for share with ur friends..",5,01/07/2016,4,Bottles
454,anshuvilla9,Tex Mex Nigerian style,Love the Mexican here.  Nice and spicy Fajita or Enchiladas.  The Margaritas are amazing.  Also turns into a night CLUB on some nights.,4,01/02/2016,4,Bottles
455,Jon W,Frozen Margaritas and live music,"The frozen margaritas are too tempting, and usually end badly, haha.

There is a nice selection of Mexican food, and the Wednesday I went there was live music... not as good as I remembered it being previously, but we were outside and not paying much...More",4,01/06/2016,4,Bottles
456,Ibadanboy,Nice!,"Had a lovely evening here recently with a group of friends. Had heard that they make te best margaritas here so we came over. Ended up having dinner as well and spending a lovely 4 hours fueled with great food, great service and great margaritas....More",3,01/05/2016,4,Bottles
457,neils746,Good Mexican food,"Met with a small group at Bottles for dinner. Food was great with the Chilli-poppers and curry prawns being stand out dishes. 

Only problem - bring cash if you are visiting from overseas as the credit card machine was not able to process a foreign...More",2,01/04/2016,4,Bottles
458,Seidu A,Nice atmosphere,"Nice atmosphere with the best live band on Wednesdays and fantastic jazz band on Fridays, the service is good",4,01/04/2016,4,Bottles
459,The_Traveller066,Relatively of Ok,"I had probably chosen a 'quiet night' to hit this place. Zero atmosphere.....hardly anyone there. Considering this was a Friday night......I was a bit surprised.

Nice staff though....",4,01/04/2016,4,Bottles
460,tIGN1,Fun and great drinks,"fun place with excellent music on Wednesdays, interesting drink menu and very nice food,  A place to enjoy!",4,01/01/2016,4,Bottles
461,Rida_SF,Going Backwards,"Used To be very Famous for its food and service. quality going backward, nothing special and old design.",4,01/05/2015,4,Bottles
462,lecturerabu37,Nice place to be,Nice place to be the management are so friendly also the waiters are always active with good characters.,4,01/02/2016,4,Bottles
